County,Province_State,Country_Region,Lat,Long_,Combined_Key,Cases,Deaths,Elevation,population,rate
Lowndes,Mississippi,US,33.47386518,-88.4419153,"Lowndes, Mississippi, US",2288,63,45,58595,3904.770032
Madison,Mississippi,US,32.63389156,-90.03513564,"Madison, Mississippi, US",4633,105,76,106272,4359.567901
Marion,Mississippi,US,31.23132643,-89.8209217,"Marion, Mississippi, US",1110,46,44,24573,4517.152973
Marshall,Mississippi,US,34.76216286,-89.50299462,"Marshall, Mississippi, US",2083,50,168,35294,5901.853006
Monroe,Mississippi,US,33.89236763,-88.4808438,"Monroe, Mississippi, US",1902,77,71,35252,5395.438557
Montgomery,Mississippi,US,33.49419589,-89.61729103,"Montgomery, Mississippi, US",719,25,121,9775,7355.498721
Neshoba,Mississippi,US,32.75339664,-89.11726492,"Neshoba, Mississippi, US",2164,115,124,29118,7431.829109
Newton,Mississippi,US,32.40021118,-89.11843336,"Newton, Mississippi, US",1027,29,136,21018,4886.287944
Noxubee,Mississippi,US,33.11009499,-88.56949061,"Noxubee, Mississippi, US",692,17,53,10417,6642.987424
Oktibbeha,Mississippi,US,33.42491685,-88.87905132,"Oktibbeha, Mississippi, US",2392,61,89,49587,4823.844959
Panola,Mississippi,US,34.36398677,-89.95064249,"Panola, Mississippi, US",2117,49,69,34192,6191.506785
Pearl River,Mississippi,US,30.77090935,-89.58677275,"Pearl River, Mississippi, US",1444,67,52,55535,2600.16206
Perry,Mississippi,US,31.17161885,-88.99281835,"Perry, Mississippi, US",652,25,54,11973,5445.585902
Pike,Mississippi,US,31.17507789,-90.40392572,"Pike, Mississippi, US",1604,58,129,39288,4082.671554
Pontotoc,Mississippi,US,34.226046,-89.03636807,"Pontotoc, Mississippi, US",1947,28,127,32174,6051.470131
Prentiss,Mississippi,US,34.61810501,-88.51986294,"Prentiss, Mississippi, US",1404,29,150,25126,5587.8373
Quitman,Mississippi,US,34.25157572,-90.28908,"Quitman, Mississippi, US",479,6,48,6792,7052.414605
Rankin,Mississippi,US,32.26469147,-89.94537876,"Rankin, Mississippi, US",5285,98,114,155271,3403.726388
Scott,Mississippi,US,32.4067041,-89.53789439,"Scott, Mississippi, US",1502,29,140,28124,5340.634334
Sharkey,Mississippi,US,32.88149103,-90.8159538,"Sharkey, Mississippi, US",306,17,28,4321,7081.694052
Simpson,Mississippi,US,31.91282117,-89.91716179,"Simpson, Mississippi, US",1442,53,90,26658,5409.258009
Smith,Mississippi,US,32.01744532,-89.50644846,"Smith, Mississippi, US",688,16,149,15916,4322.694144
Stone,Mississippi,US,30.79187949,-89.11547539,"Stone, Mississippi, US",724,14,36,18336,3948.516579
Sunflower,Mississippi,US,33.60192578,-90.58882684,"Sunflower, Mississippi, US",1897,55,38,25110,7554.75906
Tallahatchie,Mississippi,US,33.95339918,-90.1729398,"Tallahatchie, Mississippi, US",955,27,44,13809,6915.779564
Tate,Mississippi,US,34.65133709,-89.94485778,"Tate, Mississippi, US",1642,51,85,28321,5797.817874
Tippah,Mississippi,US,34.76872156,-88.90988194,"Tippah, Mississippi, US",1215,30,164,22015,5518.964342
Tishomingo,Mississippi,US,34.74023475,-88.23917219,"Tishomingo, Mississippi, US",1061,42,182,19383,5473.868854
Tunica,Mississippi,US,34.64967704,-90.37481167,"Tunica, Mississippi, US",596,19,56,9632,6187.707641
Union,Mississippi,US,34.49162015,-89.00776006,"Union, Mississippi, US",1609,25,124,28815,5583.897276
Walthall,Mississippi,US,31.14971548,-90.10446654,"Walthall, Mississippi, US",750,28,115,14286,5249.895002
Warren,Mississippi,US,32.35810271,-90.83352619,"Warren, Mississippi, US",1722,57,86,45381,3794.539565
Washington,Mississippi,US,33.28392041,-90.94196237,"Washington, Mississippi, US",3097,107,33,43909,7053.223713
Wayne,Mississippi,US,31.64135687,-88.69573913,"Wayne, Mississippi, US",1158,23,80,20183,5737.501858
Webster,Mississippi,US,33.61300486,-89.28392912,"Webster, Mississippi, US",420,14,146,9689,4334.812674
Wilkinson,Mississippi,US,31.16078225,-91.31018819,"Wilkinson, Mississippi, US",386,22,68,8630,4472.769409
Winston,Mississippi,US,33.08747908,-89.03391385,"Winston, Mississippi, US",1166,24,159,17955,6494.01281
Yalobusha,Mississippi,US,34.02824175,-89.7076205,"Yalobusha, Mississippi, US",694,27,90,12108,5731.747605
Yazoo,Mississippi,US,32.77890365,-90.39656148,"Yazoo, Mississippi, US",1512,39,54,29690,5092.623779
Adair,Missouri,US,40.19058551,-92.60078167,"Adair, Missouri, US",1032,3,292,25343,4072.130371
Andrew,Missouri,US,39.98492163,-94.80163024,"Andrew, Missouri, US",753,9,299,17712,4251.355014
Atchison,Missouri,US,40.43238737,-95.42970639,"Atchison, Missouri, US",196,1,328,5143,3811.00525
Audrain,Missouri,US,39.215877,-91.84242683,"Audrain, Missouri, US",990,12,245,25388,3899.480069
Barry,Missouri,US,36.70978521,-93.82919888,"Barry, Missouri, US",1389,23,397,35789,3881.080779
Barton,Missouri,US,37.50207671,-94.34757022,"Barton, Missouri, US",610,4,298,11754,5189.722648
Bates,Missouri,US,38.25271289,-94.34113157,"Bates, Missouri, US",499,9,262,16172,3085.580015
Benton,Missouri,US,38.29503305,-93.28756116,"Benton, Missouri, US",735,8,232,19443,3780.280821
Bollinger,Missouri,US,37.32449052,-90.02725304,"Bollinger, Missouri, US",779,8,133,12133,6420.506058
Boone,Missouri,US,38.99186229,-92.30723575,"Boone, Missouri, US",9772,23,218,180463,5414.960407
Buchanan,Missouri,US,39.65816401,-94.80138942,"Buchanan, Missouri, US",4394,56,306,87364,5029.531615
Butler,Missouri,US,36.71462476,-90.40421163,"Butler, Missouri, US",2009,9,99,42478,4729.507039
Caldwell,Missouri,US,39.65620858,-93.98308093,"Caldwell, Missouri, US",360,1,275,9020,3991.13082
Callaway,Missouri,US,38.83674754,-91.92186505,"Callaway, Missouri, US",2637,8,214,44743,5893.659343
Camden,Missouri,US,38.02199522,-92.76083747,"Camden, Missouri, US",2342,45,307,46305,5057.769139
Cape Girardeau,Missouri,US,37.38489388,-89.6843587,"Cape Girardeau, Missouri, US",4713,64,137,78871,5975.580378
Carroll,Missouri,US,39.42762566,-93.50626255,"Carroll, Missouri, US",403,5,229,8679,4643.392096
Carter,Missouri,US,36.94160441,-90.96051322,"Carter, Missouri, US",278,5,130,5982,4647.275159
Cass,Missouri,US,38.64789422,-94.353399,"Cass, Missouri, US",3525,39,274,105780,3332.387975
Cedar,Missouri,US,37.72391475,-93.85445441,"Cedar, Missouri, US",430,6,266,14349,2996.72451
Chariton,Missouri,US,39.51499357,-92.9629191,"Chariton, Missouri, US",224,0,201,7426,3016.428764
Christian,Missouri,US,36.9711783,-93.18537118,"Christian, Missouri, US",3565,23,413,88595,4023.929116
Clark,Missouri,US,40.41040752,-91.73661677,"Clark, Missouri, US",287,3,210,6797,4222.451081
Clay,Missouri,US,39.31132056,-94.41850862,"Clay, Missouri, US",4325,64,272,249948,1730.359915
Clinton,Missouri,US,39.6013098,-94.40465394,"Clinton, Missouri, US",833,44,303,20387,4085.937117
Cole,Missouri,US,38.50455671,-92.27860244,"Cole, Missouri, US",5837,49,209,76745,7605.707212
Cooper,Missouri,US,38.844478,-92.80896081,"Cooper, Missouri, US",1115,7,239,17709,6296.233554
Crawford,Missouri,US,37.97663738,-91.30528104,"Crawford, Missouri, US",1117,12,286,23920,4669.732441
Dade,Missouri,US,37.431814,-93.8503345,"Dade, Missouri, US",278,6,321,7561,3676.762333
Dallas,Missouri,US,37.6811355,-93.02127031,"Dallas, Missouri, US",578,9,291,16878,3424.576372
Daviess,Missouri,US,39.96145298,-93.98519678,"Daviess, Missouri, US",315,8,246,8278,3805.266973
DeKalb,Missouri,US,39.89201062,-94.40476508,"DeKalb, Missouri, US",549,10,298,12547,4375.54794
Dent,Missouri,US,37.60663134,-91.50790473,"Dent, Missouri, US",478,4,379,15573,3069.415013
Douglas,Missouri,US,36.9325593,-92.49905109,"Douglas, Missouri, US",394,15,264,13185,2988.244217
Dunklin,Missouri,US,36.27167174,-90.09122243,"Dunklin, Missouri, US",1608,14,76,29131,5519.892898
Franklin,Missouri,US,38.41127108,-91.07522826,"Franklin, Missouri, US",4507,71,214,103967,4335.029384
Gasconade,Missouri,US,38.43947277,-91.50847147,"Gasconade, Missouri, US",436,24,250,14706,2964.776282
Gentry,Missouri,US,40.21097916,-94.40944419,"Gentry, Missouri, US",394,11,255,6571,5996.04322
Greene,Missouri,US,37.2575872,-93.34230916,"Greene, Missouri, US",13160,169,370,293086,4490.149649
Grundy,Missouri,US,40.11406587,-93.56509276,"Grundy, Missouri, US",481,14,253,9850,4883.248731
Harrison,Missouri,US,40.35570088,-93.99222144,"Harrison, Missouri, US",377,2,314,8352,4513.888889
Henry,Missouri,US,38.38482826,-93.79293734,"Henry, Missouri, US",1020,10,234,21824,4673.753666
Hickory,Missouri,US,37.94163617,-93.3203037,"Hickory, Missouri, US",352,6,226,9544,3688.181056
Holt,Missouri,US,40.09799248,-95.2163888,"Holt, Missouri, US",256,3,264,4403,5814.217579
Howard,Missouri,US,39.1435761,-92.69756691,"Howard, Missouri, US",454,2,201,10001,4539.546045
Howell,Missouri,US,36.77383887,-91.88683935,"Howell, Missouri, US",1540,26,345,40117,3838.771593
Iron,Missouri,US,37.55487945,-90.7735296,"Iron, Missouri, US",223,0,287,10125,2202.469136
Jackson,Missouri,US,39.01002188,-94.34724536,"Jackson, Missouri, US",16106,175,264,703011,2291.002559
Jasper,Missouri,US,37.20351921,-94.34050458,"Jasper,Missouri,US",7889,106,313,121328,6502.208888
Jefferson,Missouri,US,38.25926778,-90.53870896,"Jefferson, Missouri, US",10106,103,220,225081,4489.939177
Johnson,Missouri,US,38.74719601,-93.80691168,"Johnson, Missouri, US",2353,15,231,54062,4352.410196
Knox,Missouri,US,40.12699751,-92.14780832,"Knox, Missouri, US",132,1,237,3959,3334.175297
Laclede,Missouri,US,37.65896829,-92.5888493,"Laclede, Missouri, US",1703,30,385,35723,4767.236794
Lafayette,Missouri,US,39.06986886,-93.78076396,"Lafayette, Missouri, US",1410,29,237,32708,4310.871958
Lawrence,Missouri,US,37.10626634,-93.83293097,"Lawrence, Missouri, US",1822,37,364,38355,4750.358493
Lewis,Missouri,US,40.09673161,-91.72070156,"Lewis, Missouri, US",423,2,195,9776,4326.923077
Lincoln,Missouri,US,39.05345619,-90.95588181,"Lincoln, Missouri, US",2254,9,201,59013,3819.497399
Linn,Missouri,US,39.87001769,-93.10704106,"Linn, Missouri, US",297,10,251,11920,2491.610738
Livingston,Missouri,US,39.78110272,-93.54645978,"Livingston, Missouri, US",746,13,229,15227,4899.192224
Macon,Missouri,US,39.83049768,-92.56453089,"Macon, Missouri, US",618,3,238,22837,2706.134781
Madison,Missouri,US,37.47865134,-90.3467143,"Madison, Missouri, US",817,7,322,15117,5404.511477
Maries,Missouri,US,38.16193985,-91.92249662,"Maries, Missouri, US",344,3,263,12088,2845.797485
Marion,Missouri,US,39.80601912,-91.62203062,"Marion, Missouri, US",1662,16,184,8697,19110.03794
McDonald,Missouri,US,36.62869595,-94.34867205,"McDonald, Missouri, US",1377,16,317,28530,4826.498423
Mercer,Missouri,US,40.42212303,-93.5682959,"Mercer, Missouri, US",79,0,273,3617,2184.130495
Miller,Missouri,US,38.21450288,-92.42610898,"Miller, Missouri, US",1429,24,245,25619,5577.891409
Mississippi,Missouri,US,36.82516239,-89.29505753,"Mississippi, Missouri, US",807,6,93,13180,6122.913505
Moniteau,Missouri,US,38.63571781,-92.57976951,"Moniteau, Missouri, US",1164,15,266,16132,7215.472353
Monroe,Missouri,US,39.49593978,-92.00043978,"Monroe, Missouri, US",352,3,214,8644,4072.188801
Montgomery,Missouri,US,38.94022054,-91.47000721,"Montgomery, Missouri, US",309,5,252,11551,2675.093066
Morgan,Missouri,US,38.4181765,-92.88791859,"Morgan, Missouri, US",1021,12,316,20627,4949.823047
New Madrid,Missouri,US,36.59666326,-89.66070007,"New Madrid, Missouri, US",1270,23,85,17076,7437.338955
Newton,Missouri,US,36.90519407,-94.3394104,"Newton, Missouri, US",2881,38,358,58236,4947.111752
Nodaway,Missouri,US,40.36079813,-94.88133008,"Nodaway, Missouri, US",1888,11,354,22092,8546.080029
Oregon,Missouri,US,36.68710164,-91.4033755,"Oregon, Missouri, US",356,0,240,10529,3381.13781
Osage,Missouri,US,38.46036182,-91.8613635,"Osage, Missouri, US",896,3,251,13615,6580.976864
Ozark,Missouri,US,36.64916339,-92.44459066,"Ozark, Missouri, US",278,2,271,9174,3030.30303
Pemiscot,Missouri,US,36.2130572,-89.78742322,"Pemiscot, Missouri, US",1027,16,81,15805,6497.943689
Perry,Missouri,US,37.70660776,-89.82741088,"Perry, Missouri, US",1484,12,147,19136,7755.016722
Pettis,Missouri,US,38.72798918,-93.28471706,"Pettis, Missouri, US",2590,32,234,42339,6117.291386
Phelps,Missouri,US,37.87736118,-91.79351727,"Phelps, Missouri, US",1600,40,283,44573,3589.617033
Pike,Missouri,US,39.34310674,-91.16980779,"Pike, Missouri, US",841,8,268,18302,4595.126216
Platte,Missouri,US,39.38154439,-94.77068479,"Platte, Missouri, US",1559,14,250,104418,1493.037599
Polk,Missouri,US,37.6162296,-93.39828174,"Polk, Missouri, US",1322,12,314,32149,4112.10302
Pulaski,Missouri,US,37.82462075,-92.20783203,"Pulaski, Missouri, US",1509,17,236,52607,2868.439561
Putnam,Missouri,US,40.47942497,-93.02042674,"Putnam, Missouri, US",126,1,320,4696,2683.134583
Ralls,Missouri,US,39.52817427,-91.51838643,"Ralls, Missouri, US",434,1,221,10309,4209.913668
Randolph,Missouri,US,39.44007257,-92.4971374,"Randolph, Missouri, US",1130,5,225,24748,4566.025537
Ray,Missouri,US,39.3537468,-93.98905745,"Ray, Missouri, US",638,4,225,23018,2771.743853
Reynolds,Missouri,US,37.36085952,-90.97009925,"Reynolds, Missouri, US",159,2,288,6270,2535.885167
Ripley,Missouri,US,36.65460667,-90.85990261,"Ripley, Missouri, US",480,5,112,13288,3612.281758
Saline,Missouri,US,39.13734288,-93.20259964,"Saline, Missouri, US",1510,12,234,402022,375.6013353
Schuyler,Missouri,US,40.46921489,-92.52311943,"Schuyler, Missouri, US",124,1,283,9397,1319.570076
Scotland,Missouri,US,40.45214695,-92.14709064,"Scotland, Missouri, US",177,1,234,17894,989.1583771
Scott,Missouri,US,37.05588075,-89.56474493,"Scott, Missouri, US",2489,37,101,67215,3703.042476
Shannon,Missouri,US,37.15772072,-91.40190382,"Shannon, Missouri, US",330,10,207,994205,33.19234967
Shelby,Missouri,US,39.79742518,-92.07634971,"Shelby, Missouri, US",186,1,224,22761,817.1872941
St. Charles,Missouri,US,38.77875681,-90.66662425,"St. Charles, Missouri, US",18651,202,172,4660,400236.0515
St. Clair,Missouri,US,38.03699437,-93.77631447,"St. Clair, Missouri, US",305,1,233,4902,6221.950224
St. Francois,Missouri,US,37.81214171,-90.47598685,"St. Francois, Missouri, US",4795,43,350,38280,12526.1233
St. Louis,Missouri,US,38.6377004,-90.4458375,"St. Louis, Missouri, US",47884,965,193,8166,586382.5618
St. Louis City,Missouri,US,38.63555736,-90.24349225,"St. Louis City, Missouri, US",12114,235,143,5930,204283.3052
Ste. Genevieve,Missouri,US,37.89090059,-90.1949941,"Ste. Genevieve, Missouri, US",996,2,218,29025,3431.524548
Stoddard,Missouri,US,36.85571651,-89.9444155,"Stoddard, Missouri, US",1518,20,159,31952,4750.876314
Stone,Missouri,US,36.75000327,-93.45256475,"Stone, Missouri, US",1126,15,334,6089,18492.36328
Sullivan,Missouri,US,40.2099105,-93.11150106,"Sullivan, Missouri, US",546,6,253,55928,976.2551852
Taney,Missouri,US,36.65465345,-93.04075153,"Taney, Missouri, US",2685,40,269,25398,10571.69856
Texas,Missouri,US,37.31728859,-91.96564727,"Texas, Missouri, US",922,7,366,20563,4483.781549
Vernon,Missouri,US,37.8457799,-94.34127305,"Vernon, Missouri, US",636,6,261,35649,1784.061264
Warren,Missouri,US,38.76529479,-91.16124662,"Warren, Missouri, US",1128,2,236,24730,4561.261626
Washington,Missouri,US,37.96130078,-90.87948158,"Washington, Missouri, US",1353,23,292,12873,10510.37054
Wayne,Missouri,US,37.11303869,-90.46001416,"Wayne, Missouri, US",466,3,114,39592,1177.005456
Webster,Missouri,US,37.2813734,-92.876329,"Webster, Missouri, US",1741,24,465,2013,86487.82911
Worth,Missouri,US,40.47945588,-94.42328751,"Worth, Missouri, US",67,0,324,18289,366.3404232
Wright,Missouri,US,37.27029221,-92.46914488,"Wright, Missouri, US",742,14,344,300576,246.8593634
Beaverhead,Montana,US,45.13434354,-112.8984694,"Beaverhead, Montana, US",555,3,1855,9453,5871.152015
Big Horn,Montana,US,45.42335905,-107.492347,"Big Horn, Montana, US",1769,50,1049,13319,13281.77791
Blaine,Montana,US,48.43175214,-108.9582723,"Blaine, Montana, US",505,17,822,6681,7558.74869
Broadwater,Montana,US,46.33277565,-111.4955813,"Broadwater, Montana, US",177,1,1165,6237,2837.902838
Carbon,Montana,US,45.22850116,-109.0274047,"Carbon, Montana, US",562,6,1187,10725,5240.09324
Carter,Montana,US,45.5197966,-104.5395536,"Carter, Montana, US",109,3,1059,1252,8706.070288
Cascade,Montana,US,47.30797024,-111.3467922,"Cascade, Montana, US",4595,66,1257,81366,5647.321977
Chouteau,Montana,US,47.88084126,-110.4353362,"Chouteau, Montana, US",258,3,869,5635,4578.527063
Custer,Montana,US,46.25319932,-105.5737526,"Custer, Montana, US",694,6,856,11402,6086.651465
Daniels,Montana,US,48.78420029,-105.5476343,"Daniels, Montana, US",96,3,786,1690,5680.473373
Dawson,Montana,US,47.26584855,-104.8944417,"Dawson, Montana, US",579,8,782,8613,6722.396378
Deer Lodge,Montana,US,46.05953325,-113.073353,"Deer Lodge, Montana, US",690,10,2113,9140,7549.234136
Fallon,Montana,US,46.33478338,-104.4183565,"Fallon, Montana, US",230,1,929,2846,8081.51792
Fergus,Montana,US,47.26331584,-109.2245206,"Fergus, Montana, US",545,2,1341,11050,4932.126697
Flathead,Montana,US,48.29575866,-114.0520569,"Flathead, Montana, US",6214,30,2015,103806,5986.166503
Gallatin,Montana,US,45.54486106,-111.1692571,"Gallatin, Montana, US",6903,18,1639,114434,6032.298093
Garfield,Montana,US,47.27545948,-107.0002351,"Garfield, Montana, US",62,2,870,1258,4928.45787
Glacier,Montana,US,48.70513576,-112.9934235,"Glacier, Montana, US",1154,19,1319,13753,8390.896532
Golden Valley,Montana,US,46.3816474,-109.1768522,"Golden Valley, Montana, US",24,0,1210,821,2923.264312
Granite,Montana,US,46.4060522,-113.4414186,"Granite, Montana, US",119,1,2247,3379,3521.751998
Hill,Montana,US,48.62879827,-110.1129252,"Hill, Montana, US",1264,27,833,16484,7668.041737
Jefferson,Montana,US,46.14907081,-112.094396,"Jefferson, Montana, US",437,0,1908,12221,3575.812127
Judith Basin,Montana,US,47.04581276,-110.2660688,"Judith Basin, Montana, US",49,0,1464,2007,2441.454908
Lake,Montana,US,47.64514965,-114.0898013,"Lake, Montana, US",960,11,986,30458,3151.881279
Lewis and Clark,Montana,US,47.12610041,-112.394698,"Lewis and Clark, Montana, US",2463,11,1677,69432,3547.355686
Liberty,Montana,US,48.56084317,-111.024307,"Liberty, Montana, US",78,1,994,2337,3337.612323
Lincoln,Montana,US,48.54265777,-115.4046155,"Lincoln, Montana, US",696,10,1474,19980,3483.483483
Madison,Montana,US,45.30080065,-111.9173017,"Madison, Montana, US",392,2,1942,1664,23557.69231
McCone,Montana,US,47.64469406,-105.7944994,"McCone, Montana, US",90,0,805,8600,1046.511628
Meagher,Montana,US,46.59907074,-110.8898557,"Meagher, Montana, US",108,7,1794,1862,5800.214823
Mineral,Montana,US,47.15283992,-115.0015239,"Mineral, Montana, US",47,0,1420,4397,1068.910621
Missoula,Montana,US,47.03728583,-113.9213508,"Missoula, Montana, US",4297,41,2157,119600,3592.809365
Musselshell,Montana,US,46.49684637,-108.39498,"Musselshell, Montana, US",204,2,993,4633,4403.194474
Park,Montana,US,45.48965095,-110.5264394,"Park, Montana, US",562,3,1921,16606,3384.318921
Petroleum,Montana,US,47.1182463,-108.2508876,"Petroleum, Montana, US",6,0,894,487,1232.032854
Phillips,Montana,US,48.25936577,-107.9128511,"Phillips, Montana, US",262,5,785,3954,6626.201315
Pondera,Montana,US,48.22773388,-112.2252703,"Pondera, Montana, US",287,3,1215,5911,4855.354424
Powder River,Montana,US,45.39617714,-105.636738,"Powder River, Montana, US",86,5,1079,1682,5112.960761
Powell,Montana,US,46.85538891,-112.9359164,"Powell, Montana, US",587,3,1316,6890,8519.593614
Prairie,Montana,US,46.86048047,-105.379384,"Prairie, Montana, US",72,0,744,1077,6685.236769
Ravalli,Montana,US,46.08520862,-114.1189164,"Ravalli, Montana, US",1357,12,1595,43806,3097.749167
Richland,Montana,US,47.78668011,-104.5610786,"Richland, Montana, US",500,7,757,10803,4628.343979
Roosevelt,Montana,US,48.29607488,-105.0079268,"Roosevelt, Montana, US",1193,39,693,11004,10841.51218
Rosebud,Montana,US,46.23397237,-106.729288,"Rosebud, Montana, US",845,23,847,8937,9455.07441
Sanders,Montana,US,47.67657534,-115.1329916,"Sanders, Montana, US",212,2,1449,12113,1750.185751
Sheridan,Montana,US,48.72085833,-104.503829,"Sheridan, Montana, US",241,2,635,3309,7283.16712
Silver Bow,Montana,US,45.90018933,-112.6620092,"Silver Bow, Montana, US",1932,20,1773,34915,5533.43835
Stillwater,Montana,US,45.67071407,-109.3950061,"Stillwater, Montana, US",407,4,1216,9642,4221.115951
Sweet Grass,Montana,US,45.81367654,-109.9425686,"Sweet Grass, Montana, US",226,3,1264,3737,6047.63179
Teton,Montana,US,47.83741052,-112.2410688,"Teton, Montana, US",168,3,1236,6147,2733.040508
Toole,Montana,US,48.65577551,-111.6942414,"Toole, Montana, US",592,8,1042,4736,12500
Treasure,Montana,US,46.2097322,-107.2666516,"Treasure, Montana, US",28,1,936,696,4022.988506
Valley,Montana,US,48.36435097,-106.6669635,"Valley, Montana, US",538,5,740,7396,7274.202271
Wheatland,Montana,US,46.46652491,-109.8464636,"Wheatland, Montana, US",99,3,1337,2126,4656.632173
Wibaux,Montana,US,46.95925154,-104.2510927,"Wibaux, Montana, US",81,2,873,969,8359.133127
Yellowstone,Montana,US,45.93955949,-108.2691486,"Yellowstone, Montana, US",10298,116,912,161300,6384.376937
Adams,Nebraska,US,40.5244942,-98.50117804,"Adams, Nebraska, US",1517,23,588,31363,4836.909734
Antelope,Nebraska,US,42.17695516,-98.0666283,"Antelope, Nebraska, US",306,1,582,6298,4858.685297
Arthur,Nebraska,US,41.56896142,-101.6959559,"Arthur, Nebraska, US",15,0,1116,463,3239.740821
Banner,Nebraska,US,41.54634427,-103.7114332,"Banner, Nebraska, US",13,0,1408,745,1744.966443
Blaine,Nebraska,US,41.91311716,-99.97677845,"Blaine, Nebraska, US",15,0,820,465,3225.806452
Boone,Nebraska,US,41.70759415,-98.06737183,"Boone, Nebraska, US",287,1,553,5192,5527.734977
Box Butte,Nebraska,US,42.22079243,-103.0878834,"Box Butte, Nebraska, US",558,3,1289,10783,5174.812204
Boyd,Nebraska,US,42.8997274,-98.76486568,"Boyd, Nebraska, US",128,2,524,1919,6670.140698
Brown,Nebraska,US,42.43018907,-99.92904055,"Brown, Nebraska, US",153,1,830,2955,5177.664975
Buffalo,Nebraska,US,40.85486962,-99.07500296,"Buffalo, Nebraska, US",3348,34,687,49659,6741.980306
Burt,Nebraska,US,41.85056773,-96.32605633,"Burt, Nebraska, US",375,1,396,6459,5805.852299
Butler,Nebraska,US,41.22703692,-97.13106306,"Butler, Nebraska, US",509,4,490,8016,6349.800399
Cass,Nebraska,US,40.90899107,-96.13971217,"Cass, Nebraska, US",1046,5,391,26248,3985.065529
Cedar,Nebraska,US,42.5988851,-97.25311951,"Cedar, Nebraska, US",339,2,427,8402,4034.75363
Chase,Nebraska,US,40.5237198,-101.6978026,"Chase, Nebraska, US",248,3,1012,3924,6320.081549
Cherry,Nebraska,US,42.54502621,-101.1244332,"Cherry, Nebraska, US",163,4,1006,5689,2865.178414
Cheyenne,Nebraska,US,41.21999357,-102.9941693,"Cheyenne, Nebraska, US",438,3,1309,8910,4915.824916
Clay,Nebraska,US,40.52439441,-98.05126296,"Clay, Nebraska, US",353,3,544,6203,5690.794777
Colfax,Nebraska,US,41.57486951,-97.0868542,"Colfax, Nebraska, US",1246,10,459,10709,11635.0733
Cuming,Nebraska,US,41.91637624,-96.78730772,"Cuming, Nebraska, US",565,3,406,8846,6387.067601
Custer,Nebraska,US,41.39374521,-99.72805369,"Custer, Nebraska, US",439,11,788,10777,4073.489839
Dakota,Nebraska,US,42.39040144,-96.56656425,"Dakota, Nebraska, US",3043,50,365,20026,15195.24618
Dawes,Nebraska,US,42.71985036,-103.1313774,"Dawes, Nebraska, US",434,10,1102,8589,5052.974735
Dawson,Nebraska,US,40.87028216,-99.8201461,"Dawson, Nebraska, US",1878,17,748,23595,7959.313414
Deuel,Nebraska,US,41.11168186,-102.3333331,"Deuel, Nebraska, US",35,0,1151,1794,1950.947603
Dixon,Nebraska,US,42.49188363,-96.86782408,"Dixon, Nebraska, US",360,3,419,5636,6387.508872
Dodge,Nebraska,US,41.58071748,-96.65598179,"Dodge, Nebraska, US",2648,32,387,36565,7241.89799
Douglas,Nebraska,US,41.29518299,-96.15085305,"Douglas, Nebraska, US",36384,279,376,571327,6368.331971
Dundy,Nebraska,US,40.17638677,-101.6876522,"Dundy, Nebraska, US",57,2,1016,1693,3366.804489
Fillmore,Nebraska,US,40.52458567,-97.59646937,"Fillmore, Nebraska, US",304,4,501,5462,5565.72684
Franklin,Nebraska,US,40.17636348,-98.95299073,"Franklin, Nebraska, US",161,2,641,2979,5404.498154
Frontier,Nebraska,US,40.52993007,-100.3924658,"Frontier, Nebraska, US",97,1,759,2627,3692.424819
Furnas,Nebraska,US,40.17642064,-99.91247454,"Furnas, Nebraska, US",230,3,717,4676,4918.733961
Gage,Nebraska,US,40.26186809,-96.68946704,"Gage, Nebraska, US",1176,10,391,21513,5466.462139
Garden,Nebraska,US,41.61703149,-102.3313973,"Garden, Nebraska, US",73,0,1152,1837,3973.870441
Garfield,Nebraska,US,41.91428955,-98.99111827,"Garfield, Nebraska, US",94,1,701,1969,4773.996953
Gosper,Nebraska,US,40.51481965,-99.83020279,"Gosper, Nebraska, US",104,1,776,1990,5226.130653
Grant,Nebraska,US,41.91528587,-101.740701,"Grant, Nebraska, US",17,1,1147,623,2728.731942
Greeley,Nebraska,US,41.56742671,-98.52150266,"Greeley, Nebraska, US",115,0,643,2356,4881.154499
Hall,Nebraska,US,40.87257079,-98.50218293,"Hall, Nebraska, US",4226,70,586,61353,6888.008736
Hamilton,Nebraska,US,40.87349452,-98.02099117,"Hamilton, Nebraska, US",488,13,545,9324,5233.805234
Harlan,Nebraska,US,40.17658508,-99.40438879,"Harlan, Nebraska, US",125,0,650,3380,3698.224852
Hayes,Nebraska,US,40.52451972,-101.0603568,"Hayes, Nebraska, US",38,0,940,922,4121.475054
Hitchcock,Nebraska,US,40.17609175,-101.0416477,"Hitchcock, Nebraska, US",88,1,850,2762,3186.097031
Holt,Nebraska,US,42.45522056,-98.78402558,"Holt, Nebraska, US",502,9,613,10067,4986.589848
Hooker,Nebraska,US,41.91586243,-101.1354293,"Hooker, Nebraska, US",42,1,1015,682,6158.357771
Howard,Nebraska,US,41.2200529,-98.5166499,"Howard, Nebraska, US",326,6,589,6445,5058.184639
Jefferson,Nebraska,US,40.17584531,-97.142601,"Jefferson, Nebraska, US",316,0,443,7046,4484.814079
Johnson,Nebraska,US,40.39257596,-96.26522753,"Johnson, Nebraska, US",304,1,345,5071,5994.872806
